category,group_id,view,region_id,x_min,y_min,x_max,y_max,centroid_x,centroid_y,area_pixels,area_fraction,threshold_source,image_path,mask_path
transistor1,transistor1::transistor1_0001_NG_QS,C1,1,99,117,101,119,100.12500000,117.87500000,8,0.00012207,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C1_20230924135020.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C1_20230924135020.png
transistor1,transistor1::transistor1_0001_NG_QS,C1,2,44,139,60,169,52.29320988,155.89197531,324,0.00494385,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C1_20230924135020.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C1_20230924135020.png
transistor1,transistor1::transistor1_0001_NG_QS,C1,3,161,190,186,206,174.91772152,196.97151899,316,0.00482178,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C1_20230924135020.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C1_20230924135020.png
transistor1,transistor1::transistor1_0001_NG_QS,C2,1,83,106,86,110,84.61538462,108.00000000,13,0.00019836,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C2_20230924135020.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C2_20230924135020.png
transistor1,transistor1::transistor1_0001_NG_QS,C2,2,34,113,54,137,43.93367347,124.75000000,392,0.00598145,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C2_20230924135020.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C2_20230924135020.png
transistor1,transistor1::transistor1_0001_NG_QS,C4,1,209,147,233,175,221.51672862,160.23977695,538,0.00820923,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C4_20230924135020.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0001/transistor1_0001_NG_QS_C4_20230924135020.png
transistor1,transistor1::transistor1_0001_NG_ZW,C1,1,184,138,187,141,185.75000000,139.41666667,12,0.00018311,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0001/transistor1_0001_NG_ZW_C1_20230924101323.jpg,
transistor1,transistor1::transistor1_0001_NG_ZW,C1,2,188,201,201,214,194.20588235,208.02205882,136,0.00207520,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0001/transistor1_0001_NG_ZW_C1_20230924101323.jpg,
transistor1,transistor1::transistor1_0001_NG_ZW,C1,3,135,231,165,255,154.82816229,245.79236277,419,0.00639343,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0001/transistor1_0001_NG_ZW_C1_20230924101323.jpg,
transistor1,transistor1::transistor1_0001_NG_ZW,C2,1,94,136,153,191,123.77355680,163.00744879,2685,0.04096985,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0001/transistor1_0001_NG_ZW_C2_20230924101323.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0001/transistor1_0001_NG_ZW_C2_20230924101323.png
transistor1,transistor1::transistor1_0001_NG_ZW,C4,1,242,95,255,139,249.48455598,117.44980695,518,0.00790405,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0001/transistor1_0001_NG_ZW_C4_20230924101323.jpg,
transistor1,transistor1::transistor1_0001_NG_ZW,C4,2,161,245,185,255,171.26130653,251.03517588,199,0.00303650,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0001/transistor1_0001_NG_ZW_C4_20230924101323.jpg,
transistor1,transistor1::transistor1_0002_NG_BX,C1,1,50,48,191,163,118.81185237,114.47316335,8589,0.13105774,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C1_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C1_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_BX,C1,2,69,188,125,210,97.77204885,198.99050204,737,0.01124573,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C1_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C1_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_BX,C1,3,188,195,220,219,201.44517544,205.43421053,456,0.00695801,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C1_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C1_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_BX,C2,1,105,89,171,153,140.83066173,121.41019318,2433,0.03712463,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C2_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C2_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_BX,C2,2,170,136,236,197,203.46078431,166.41948901,3366,0.05136108,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C2_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C2_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_BX,C3,1,38,146,69,183,53.36305048,164.67346939,931,0.01420593,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C3_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C3_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_BX,C4,1,134,0,219,50,172.55806258,20.87033694,3324,0.05072021,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C4_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C4_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_BX,C4,2,31,58,103,128,63.26296810,93.22274619,3605,0.05500793,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C4_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C4_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_BX,C4,3,219,100,255,195,240.17787419,150.09906001,2766,0.04220581,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C4_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C4_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_BX,C4,4,141,120,141,120,141.00000000,120.00000000,1,0.00001526,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C4_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C4_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_BX,C5,1,157,69,212,129,183.91403785,98.28667192,2536,0.03869629,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C5_20230923194415.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0002/transistor1_0002_NG_BX_C5_20230923194415.png
transistor1,transistor1::transistor1_0002_NG_QS,C1,1,95,121,103,126,99.23076923,123.69230769,26,0.00039673,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C1_20230924135144.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C1_20230924135144.png
transistor1,transistor1::transistor1_0002_NG_QS,C1,2,141,138,166,158,153.24418605,147.60930233,430,0.00656128,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C1_20230924135144.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C1_20230924135144.png
transistor1,transistor1::transistor1_0002_NG_QS,C1,3,120,174,155,200,138.35911602,187.18370166,724,0.01104736,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C1_20230924135144.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C1_20230924135144.png
transistor1,transistor1::transistor1_0002_NG_QS,C2,1,29,105,85,165,56.24749422,134.19121049,2594,0.03958130,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C2_20230924135144.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C2_20230924135144.png
transistor1,transistor1::transistor1_0002_NG_QS,C4,1,189,123,235,174,212.54189044,148.50053706,1862,0.02841187,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C4_20230924135144.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C4_20230924135144.png
transistor1,transistor1::transistor1_0002_NG_QS,C5,1,96,149,137,188,117.10652353,169.65978530,1211,0.01847839,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C5_20230924135144.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0002/transistor1_0002_NG_QS_C5_20230924135144.png
transistor1,transistor1::transistor1_0002_NG_ZW,C1,1,79,103,117,147,96.60296540,125.30724876,1214,0.01852417,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C1_20230924101416.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C1_20230924101416.png
transistor1,transistor1::transistor1_0002_NG_ZW,C1,2,168,108,216,159,195.06775701,133.29964953,1712,0.02612305,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C1_20230924101416.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C1_20230924101416.png
transistor1,transistor1::transistor1_0002_NG_ZW,C1,3,133,232,167,255,154.52631579,246.44631579,475,0.00724792,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C1_20230924101416.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C1_20230924101416.png
transistor1,transistor1::transistor1_0002_NG_ZW,C2,1,100,66,116,81,108.28787879,73.30808081,198,0.00302124,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C2_20230924101416.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C2_20230924101416.png
transistor1,transistor1::transistor1_0002_NG_ZW,C3,1,196,105,222,130,208.79044118,117.98529412,544,0.00830078,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C3_20230924101416.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C3_20230924101416.png
transistor1,transistor1::transistor1_0002_NG_ZW,C4,1,242,97,255,126,249.53313253,111.69277108,332,0.00506592,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C4_20230924101416.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C4_20230924101416.png
transistor1,transistor1::transistor1_0002_NG_ZW,C4,2,98,131,176,196,136.85564697,162.51209175,4011,0.06120300,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C4_20230924101416.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C4_20230924101416.png
transistor1,transistor1::transistor1_0002_NG_ZW,C4,3,240,162,255,194,248.46516854,177.77752809,445,0.00679016,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C4_20230924101416.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C4_20230924101416.png
transistor1,transistor1::transistor1_0002_NG_ZW,C4,4,160,243,185,255,170.84090909,250.56363636,220,0.00335693,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C4_20230924101416.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C4_20230924101416.png
transistor1,transistor1::transistor1_0002_NG_ZW,C5,1,29,108,54,138,41.41552511,123.51598174,657,0.01002502,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C5_20230924101416.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/ZW/S0002/transistor1_0002_NG_ZW_C5_20230924101416.png
transistor1,transistor1::transistor1_0002_OK,C1,1,99,112,139,137,116.47564103,125.00000000,780,0.01190186,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/OK/S0002/transistor1_0002_OK_C1_20230923151505.jpg,
transistor1,transistor1::transistor1_0003_NG_BX,C1,1,102,49,166,106,135.98343949,71.80212314,2355,0.03593445,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C1_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C1_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C1,2,231,110,255,121,239.81290323,115.54193548,155,0.00236511,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C1_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C1_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C1,3,58,112,76,134,66.80368098,122.52453988,326,0.00497437,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C1_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C1_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C1,4,52,178,75,206,63.28053435,191.81488550,524,0.00799561,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C1_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C1_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C1,5,99,200,128,213,114.11747851,206.37249284,349,0.00532532,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C1_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C1_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C2,1,166,96,230,169,199.76662877,129.82632177,3518,0.05368042,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C2_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C2_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C2,2,33,157,42,171,37.56410256,164.15384615,117,0.00178528,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C2_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C2_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C2,3,144,189,158,202,150.94610778,195.42514970,167,0.00254822,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C2_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C2_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C3,1,121,149,151,185,135.79059351,168.18589026,893,0.01362610,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C3_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C3_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C4,1,131,0,218,50,171.93700114,21.00513113,3508,0.05352783,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C4_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C4_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C4,2,29,96,109,185,67.96323206,137.15830031,4542,0.06930542,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C4_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C4_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C4,3,208,97,255,195,237.97074222,142.19310132,3247,0.04954529,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C4_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C4_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C5,1,84,73,130,115,105.75612903,93.81806452,1550,0.02365112,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C5_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C5_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C5,2,0,127,6,144,2.25000000,134.35227273,88,0.00134277,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C5_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C5_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_BX,C5,3,0,149,7,161,2.66666667,155.58333333,72,0.00109863,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C5_20230923194444.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/BX/S0003/transistor1_0003_NG_BX_C5_20230923194444.png
transistor1,transistor1::transistor1_0003_NG_QS,C1,1,154,137,164,148,159.05263158,142.80000000,95,0.00144958,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0003/transistor1_0003_NG_QS_C1_20230924135209.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0003/transistor1_0003_NG_QS_C1_20230924135209.png
transistor1,transistor1::transistor1_0003_NG_QS,C1,2,167,175,195,197,181.23277467,186.21229050,537,0.00819397,train_normal,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0003/transistor1_0003_NG_QS_C1_20230924135209.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/transistor1/NG/QS/S0003/transistor1_0003_NG_QS_C1_20230924135209.png
