category,record_category,split,meta_prefix,normal_class,group_id,subject_id,sample_key,sample_number,view,camera_id,anomaly_class,metadata_anomaly_class,filename_anomaly_class,metadata_label_matches_filename,view_label,product_label,image_suffix,mask_suffix,image_exists,mask_declared,mask_exists,mask_correspondence,image_category_match,image_label_match,image_path,mask_path
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_NG_YW,pcb::pcb_0001_NG_YW,pcb_0001_NG_YW,0001,C1,C1,NG_YW,YW,NG_YW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0001/pcb_0001_NG_YW_C1_20231029113856.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0001/pcb_0001_NG_YW_C1_20231029113856.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_NG_YW,pcb::pcb_0001_NG_YW,pcb_0001_NG_YW,0001,C2,C2,NG_YW,YW,NG_YW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0001/pcb_0001_NG_YW_C2_20231029113856.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0001/pcb_0001_NG_YW_C2_20231029113856.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_NG_YW,pcb::pcb_0001_NG_YW,pcb_0001_NG_YW,0001,C3,C3,NG_YW,YW,NG_YW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0001/pcb_0001_NG_YW_C3_20231029113856.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0001/pcb_0001_NG_YW_C3_20231029113856.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_NG_YW,pcb::pcb_0001_NG_YW,pcb_0001_NG_YW,0001,C4,C4,NG_YW,YW,NG_YW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0001/pcb_0001_NG_YW_C4_20231029113856.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0001/pcb_0001_NG_YW_C4_20231029113856.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_NG_YW,pcb::pcb_0001_NG_YW,pcb_0001_NG_YW,0001,C5,C5,NG_YW,YW,NG_YW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0001/pcb_0001_NG_YW_C5_20231029113856.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0001/pcb_0001_NG_YW_C5_20231029113856.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_NG_ZW,pcb::pcb_0001_NG_ZW,pcb_0001_NG_ZW,0001,C1,C1,NG_ZW,ZW,NG_ZW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0001/pcb_0001_NG_ZW_C1_20231028093901.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0001/pcb_0001_NG_ZW_C1_20231028093901.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_NG_ZW,pcb::pcb_0001_NG_ZW,pcb_0001_NG_ZW,0001,C2,C2,NG_ZW,ZW,NG_ZW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0001/pcb_0001_NG_ZW_C2_20231028093901.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0001/pcb_0001_NG_ZW_C2_20231028093901.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_NG_ZW,pcb::pcb_0001_NG_ZW,pcb_0001_NG_ZW,0001,C3,C3,NG_ZW,ZW,NG_ZW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0001/pcb_0001_NG_ZW_C3_20231028093901.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0001/pcb_0001_NG_ZW_C3_20231028093901.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_NG_ZW,pcb::pcb_0001_NG_ZW,pcb_0001_NG_ZW,0001,C4,C4,NG_ZW,ZW,NG_ZW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0001/pcb_0001_NG_ZW_C4_20231028093901.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0001/pcb_0001_NG_ZW_C4_20231028093901.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_NG_ZW,pcb::pcb_0001_NG_ZW,pcb_0001_NG_ZW,0001,C5,C5,NG_ZW,ZW,NG_ZW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0001/pcb_0001_NG_ZW_C5_20231028093901.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0001/pcb_0001_NG_ZW_C5_20231028093901.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_OK,pcb::pcb_0001_OK,pcb_0001_OK,0001,C1,C1,OK,OK,OK,True,0,0,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/OK/S0001/pcb_0001_OK_C1_20231027155851.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_OK,pcb::pcb_0001_OK,pcb_0001_OK,0001,C2,C2,OK,OK,OK,True,0,0,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/OK/S0001/pcb_0001_OK_C2_20231027155851.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_OK,pcb::pcb_0001_OK,pcb_0001_OK,0001,C3,C3,OK,OK,OK,True,0,0,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/OK/S0001/pcb_0001_OK_C3_20231027155851.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_OK,pcb::pcb_0001_OK,pcb_0001_OK,0001,C4,C4,OK,OK,OK,True,0,0,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/OK/S0001/pcb_0001_OK_C4_20231027155851.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0001_OK,pcb::pcb_0001_OK,pcb_0001_OK,0001,C5,C5,OK,OK,OK,True,0,0,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/OK/S0001/pcb_0001_OK_C5_20231027155851.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_HS,pcb::pcb_0002_NG_HS,pcb_0002_NG_HS,0002,C1,C1,NG_HS,OK,NG_HS,False,1,1,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0002/pcb_0002_NG_HS_C1_20231028093811.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_HS,pcb::pcb_0002_NG_HS,pcb_0002_NG_HS,0002,C2,C2,NG_HS,OK,NG_HS,False,1,1,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0002/pcb_0002_NG_HS_C2_20231028093811.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_HS,pcb::pcb_0002_NG_HS,pcb_0002_NG_HS,0002,C3,C3,NG_HS,OK,NG_HS,False,1,1,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0002/pcb_0002_NG_HS_C3_20231028093811.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_HS,pcb::pcb_0002_NG_HS,pcb_0002_NG_HS,0002,C4,C4,NG_HS,HS,NG_HS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0002/pcb_0002_NG_HS_C4_20231028093811.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0002/pcb_0002_NG_HS_C4_20231028093811.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_HS,pcb::pcb_0002_NG_HS,pcb_0002_NG_HS,0002,C5,C5,NG_HS,OK,NG_HS,False,1,1,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0002/pcb_0002_NG_HS_C5_20231028093811.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_QS,pcb::pcb_0002_NG_QS,pcb_0002_NG_QS,0002,C1,C1,NG_QS,OK,NG_QS,False,1,1,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0002/pcb_0002_NG_QS_C1_20231029100347.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_QS,pcb::pcb_0002_NG_QS,pcb_0002_NG_QS,0002,C2,C2,NG_QS,QS,NG_QS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0002/pcb_0002_NG_QS_C2_20231029100347.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0002/pcb_0002_NG_QS_C2_20231029100347.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_QS,pcb::pcb_0002_NG_QS,pcb_0002_NG_QS,0002,C3,C3,NG_QS,QS,NG_QS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0002/pcb_0002_NG_QS_C3_20231029100347.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0002/pcb_0002_NG_QS_C3_20231029100347.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_QS,pcb::pcb_0002_NG_QS,pcb_0002_NG_QS,0002,C4,C4,NG_QS,QS,NG_QS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0002/pcb_0002_NG_QS_C4_20231029100347.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0002/pcb_0002_NG_QS_C4_20231029100347.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_QS,pcb::pcb_0002_NG_QS,pcb_0002_NG_QS,0002,C5,C5,NG_QS,QS,NG_QS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0002/pcb_0002_NG_QS_C5_20231029100347.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0002/pcb_0002_NG_QS_C5_20231029100347.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_YW,pcb::pcb_0002_NG_YW,pcb_0002_NG_YW,0002,C1,C1,NG_YW,YW,NG_YW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0002/pcb_0002_NG_YW_C1_20231029114119.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0002/pcb_0002_NG_YW_C1_20231029114119.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_YW,pcb::pcb_0002_NG_YW,pcb_0002_NG_YW,0002,C2,C2,NG_YW,YW,NG_YW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0002/pcb_0002_NG_YW_C2_20231029114119.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0002/pcb_0002_NG_YW_C2_20231029114119.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_YW,pcb::pcb_0002_NG_YW,pcb_0002_NG_YW,0002,C3,C3,NG_YW,YW,NG_YW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0002/pcb_0002_NG_YW_C3_20231029114119.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0002/pcb_0002_NG_YW_C3_20231029114119.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_YW,pcb::pcb_0002_NG_YW,pcb_0002_NG_YW,0002,C4,C4,NG_YW,YW,NG_YW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0002/pcb_0002_NG_YW_C4_20231029114119.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0002/pcb_0002_NG_YW_C4_20231029114119.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_YW,pcb::pcb_0002_NG_YW,pcb_0002_NG_YW,0002,C5,C5,NG_YW,YW,NG_YW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0002/pcb_0002_NG_YW_C5_20231029114119.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/YW/S0002/pcb_0002_NG_YW_C5_20231029114119.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_ZW,pcb::pcb_0002_NG_ZW,pcb_0002_NG_ZW,0002,C1,C1,NG_ZW,ZW,NG_ZW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0002/pcb_0002_NG_ZW_C1_20231028093914.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0002/pcb_0002_NG_ZW_C1_20231028093914.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_ZW,pcb::pcb_0002_NG_ZW,pcb_0002_NG_ZW,0002,C2,C2,NG_ZW,ZW,NG_ZW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0002/pcb_0002_NG_ZW_C2_20231028093914.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0002/pcb_0002_NG_ZW_C2_20231028093914.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_ZW,pcb::pcb_0002_NG_ZW,pcb_0002_NG_ZW,0002,C3,C3,NG_ZW,ZW,NG_ZW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0002/pcb_0002_NG_ZW_C3_20231028093914.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0002/pcb_0002_NG_ZW_C3_20231028093914.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_ZW,pcb::pcb_0002_NG_ZW,pcb_0002_NG_ZW,0002,C4,C4,NG_ZW,ZW,NG_ZW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0002/pcb_0002_NG_ZW_C4_20231028093914.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0002/pcb_0002_NG_ZW_C4_20231028093914.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_NG_ZW,pcb::pcb_0002_NG_ZW,pcb_0002_NG_ZW,0002,C5,C5,NG_ZW,ZW,NG_ZW,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0002/pcb_0002_NG_ZW_C5_20231028093914.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/ZW/S0002/pcb_0002_NG_ZW_C5_20231028093914.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_OK,pcb::pcb_0002_OK,pcb_0002_OK,0002,C1,C1,OK,OK,OK,True,0,0,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/OK/S0002/pcb_0002_OK_C1_20231027155917.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_OK,pcb::pcb_0002_OK,pcb_0002_OK,0002,C2,C2,OK,OK,OK,True,0,0,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/OK/S0002/pcb_0002_OK_C2_20231027155917.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_OK,pcb::pcb_0002_OK,pcb_0002_OK,0002,C3,C3,OK,OK,OK,True,0,0,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/OK/S0002/pcb_0002_OK_C3_20231027155917.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_OK,pcb::pcb_0002_OK,pcb_0002_OK,0002,C4,C4,OK,OK,OK,True,0,0,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/OK/S0002/pcb_0002_OK_C4_20231027155917.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0002_OK,pcb::pcb_0002_OK,pcb_0002_OK,0002,C5,C5,OK,OK,OK,True,0,0,.jpg,,True,False,False,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/OK/S0002/pcb_0002_OK_C5_20231027155917.jpg,
pcb,pcb,test,pcb/,OK,pcb::pcb_0003_NG_HS,pcb::pcb_0003_NG_HS,pcb_0003_NG_HS,0003,C1,C1,NG_HS,HS,NG_HS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0003/pcb_0003_NG_HS_C1_20231028114201.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0003/pcb_0003_NG_HS_C1_20231028114201.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0003_NG_HS,pcb::pcb_0003_NG_HS,pcb_0003_NG_HS,0003,C2,C2,NG_HS,HS,NG_HS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0003/pcb_0003_NG_HS_C2_20231028114201.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0003/pcb_0003_NG_HS_C2_20231028114201.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0003_NG_HS,pcb::pcb_0003_NG_HS,pcb_0003_NG_HS,0003,C3,C3,NG_HS,HS,NG_HS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0003/pcb_0003_NG_HS_C3_20231028114201.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0003/pcb_0003_NG_HS_C3_20231028114201.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0003_NG_HS,pcb::pcb_0003_NG_HS,pcb_0003_NG_HS,0003,C4,C4,NG_HS,HS,NG_HS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0003/pcb_0003_NG_HS_C4_20231028114201.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0003/pcb_0003_NG_HS_C4_20231028114201.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0003_NG_HS,pcb::pcb_0003_NG_HS,pcb_0003_NG_HS,0003,C5,C5,NG_HS,HS,NG_HS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0003/pcb_0003_NG_HS_C5_20231028114201.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/HS/S0003/pcb_0003_NG_HS_C5_20231028114201.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0003_NG_QS,pcb::pcb_0003_NG_QS,pcb_0003_NG_QS,0003,C1,C1,NG_QS,QS,NG_QS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0003/pcb_0003_NG_QS_C1_20231029104558.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0003/pcb_0003_NG_QS_C1_20231029104558.png
pcb,pcb,test,pcb/,OK,pcb::pcb_0003_NG_QS,pcb::pcb_0003_NG_QS,pcb_0003_NG_QS,0003,C2,C2,NG_QS,QS,NG_QS,True,1,1,.jpg,.png,True,True,True,True,True,True,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0003/pcb_0003_NG_QS_C2_20231029104558.jpg,/content/realiad_true_multiview_patchcore/data/Real-IAD/realiad_256/pcb/NG/QS/S0003/pcb_0003_NG_QS_C2_20231029104558.png
